['ncslgr10a-002-04-dom-BOOK', 'Book', 'Face', 36, 324, 312, 30.000001907348633]
['football-016-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['football-018-08-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-022-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-025-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-026-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-027-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-028-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-029-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-030-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-033-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-034-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-047-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-048-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-001-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-011-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-012-06-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-013-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-014-04-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-025-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-026-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-027-04-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-028-04-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-029-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-001-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-002-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-003-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-019-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-020-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-021-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-036-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-038-04-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-039-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-040-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-006-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-010-07-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-011-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-022-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-023-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-024-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10e-004-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10e-005-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-029-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-033-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-034-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-046-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-047-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-048-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-049-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-050-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-051-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10m-039-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-011-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-017-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-012-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-029-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-030-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10r-016-01-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10s-191-04-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10t-018-05-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-006-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-009-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-011-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-016-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-020-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-025-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-052-03-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-053-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-059-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['three pigs-002-02-dom-MOTHER', 'Mother', 'Face', 36, 324, 312, 30.000001907348633]
['DSP Immigrants Story-002-02-dom-MOTHER', 'Mother', 'Front', 36, 300, 224, 30.000001907348633]
['DSP Immigrants Story-013-02-dom-MOTHER', 'Mother', 'Front', 36, 300, 224, 30.000001907348633]
['DSP Immigrants Story-013-04-dom-MOTHER', 'Mother', 'Front', 36, 300, 224, 30.000001907348633]
['DSP Immigrants Story-016-03-dom-MOTHER', 'Mother', 'Front', 36, 300, 224, 30.000001907348633]
['DSP Immigrants Story-024-02-dom-MOTHER', 'Mother', 'Front', 36, 300, 224, 30.000001907348633]
['football-016-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['football-018-08-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-022-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-025-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-026-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-027-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-028-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-029-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-030-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-033-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-034-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-047-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-048-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-001-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-011-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-012-06-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-013-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-014-04-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-025-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-026-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-027-04-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-028-04-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10b-029-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-001-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-002-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-003-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-019-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-020-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-021-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-036-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-038-04-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-039-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10c-040-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-006-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-010-07-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-011-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-022-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-023-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10d-024-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10e-004-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10e-005-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-029-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-033-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-034-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-046-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-047-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-048-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-049-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-050-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10f-051-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10m-039-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10p-011-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10p-017-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-012-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-029-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-030-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10r-016-01-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10s-191-04-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10t-018-05-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-006-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-009-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-011-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-016-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-020-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-025-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-052-03-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-053-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['siblings-059-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['three pigs-002-02-dom-MOTHER', 'Mother', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10a-022-03-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-025-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-026-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-027-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-028-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-029-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-030-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-033-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-034-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-047-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10a-048-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-001-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-011-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-012-06-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-013-03-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-014-04-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-025-02-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-026-03-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-027-04-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-028-04-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10b-029-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-001-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-002-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-003-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-019-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-020-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-021-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-036-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-038-04-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-039-03-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10c-040-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10d-006-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10d-010-07-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10d-011-02-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10d-022-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10d-023-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10d-024-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10e-004-02-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10e-005-02-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-029-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-033-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-034-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-046-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-047-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-048-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-049-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-050-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10f-051-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10m-039-03-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-011-03-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10p-017-02-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10q-012-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10r-016-01-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10s-191-04-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['ncslgr10t-018-05-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['three pigs-002-02-dom-MOTHER', 'Mother', 'Side', 36, 324, 312, 30.000001907348633]
['accident-016-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['accident-026-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['accident-030-04-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['accident-031-09-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['accident-044-04-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['accident-051-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['accident-069-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ali-004-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ali-018-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ali-019-11-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ali-029-09-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['biker-011-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-006-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-012-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-047-04-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-057-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-063-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-064-08-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-069-15-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-079-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-081-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['boston-la-082-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['dorm prank-037-04-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['dorm prank-044-10-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['dorm prank-053-08-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['football-013-16-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['football-018-01-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['football-047-01-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['football-061-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-025-04-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-038-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-095-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-108-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-033-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10a-048-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-006-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-007-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-008-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-014-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-015-08-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-018-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-037-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-044-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10b-045-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-003-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-015-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-031-06-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-032-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-033-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10c-039-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-003-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-005-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-012-05-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-013-07-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-014-09-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-021-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-024-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10d-032-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-032-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10f-048-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-040-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-046-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-047-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-048-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-049-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-053-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-059-03-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-070-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-071-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10l-072-02-dom-NOT', 'Not', 'Face', 36, 324, 312, 30.000001907348633]
